account_length,international_plan,voice_mail_plan,number_vmail_messages,total_day_minutes,total_day_calls,total_day_charge,total_eve_minutes,total_eve_calls,total_eve_charge,total_night_minutes,total_night_calls,total_night_charge,total_intl_minutes,total_intl_calls,total_intl_charge,number_customer_service_calls,class
1.052784678,-0.345245102,-0.624382948,-0.596931647,-1.72910478,-0.270636606,-1.728732891,-1.287385559,-1.866456947,-1.287301899,1.002154314,2.476351731,1.001006511,1.45869262,0.661957076,1.452637415,0.341621628,0
-0.643955149,-0.345245102,-0.624382948,-0.596931647,0.873763335,0.222957809,0.874030146,-0.003531859,0.347276646,-0.002989197,0.916050489,-0.100503427,0.91646043,0.023191907,0.236671105,0.021219767,-0.443638544,0
-1.099795699,-0.345245102,1.601581215,1.220986636,-0.034385271,-0.319996047,-0.034011247,-0.13231348,-1.262711422,-0.13118738,0.261260942,0.82716443,0.262340752,-0.712962305,-0.188614866,-0.714937881,-1.228898715,0
-0.719928574,-0.345245102,1.601581215,2.093587411,0.761396064,-1.011028227,0.761337658,0.309506544,0.095716011,0.309348193,-0.954204669,-1.492005212,-0.952452935,1.642731173,0.661957076,1.643493102,1.126881799,0
-1.631609675,-0.345245102,1.601581215,1.584570292,-0.59622163,1.358224962,-0.596390105,-0.776221585,-1.011150786,-0.776840045,-1.42477208,0.466404708,-1.42413107,1.569115752,0.661957076,1.575330357,-1.228898715,0
-0.567981724,-0.345245102,-0.624382948,-0.596931647,-0.881745025,-1.80077929,-0.881372069,0.436306909,0.80008579,0.4352155,0.547606218,0.414867605,0.547127551,-0.087231225,0.236671105,-0.087840625,-0.443638544,0
0.900837828,2.896492942,1.601581215,1.802720486,0.46482015,0.27231725,0.464436296,-0.278926402,-0.055220371,-0.278032571,-1.977438487,0.363330502,-1.975905492,0.096807328,0.661957076,0.103015061,1.126881799,0
-0.061492223,-0.345245102,-0.624382948,-0.596931647,-0.964638914,0.074879484,-0.964807853,-0.69102759,-0.75959015,-0.690597631,-0.253359588,1.80636939,-0.25383532,-0.308077489,-1.039186808,-0.30596141,1.126881799,0
-1.682258625,-0.345245102,-0.624382948,-0.596931647,-0.992270211,-0.912309345,-0.991897394,1.595341499,-0.105532498,1.595991771,2.223627169,-1.13124549,2.224699785,-0.087231225,-0.188614866,-0.087840625,0.341621628,0
1.508625228,-0.345245102,-0.624382948,-0.596931647,-1.710683915,-1.159106552,-1.710312004,-0.720746426,0.498213028,-0.72089902,-0.439584138,-0.409726046,-0.440726657,-0.38169291,-0.188614866,-0.387756704,1.126881799,0
-0.922524374,-0.345245102,-0.624382948,-0.596931647,-0.454380975,-1.652700966,-0.454440913,0.477913279,0.900710045,0.477171269,1.298511662,-0.718948665,1.29914269,-2.479732413,-0.613900837,-2.473536706,-0.443638544,0
1.052784678,-0.345245102,-0.624382948,-0.596931647,0.153507544,1.605022169,0.153448372,-1.328991928,-1.313023549,-1.329257668,0.835953909,1.394072565,0.836364143,-1.0442317,0.236671105,-1.042119057,0.341621628,0
0.470321752,-0.345245102,-0.624382948,-0.596931647,-0.360434568,0.667192782,-0.360169313,0.586882343,0.850397917,0.586722443,-1.146436463,-0.461263149,-1.148243859,-0.528923752,-0.613900837,-0.524082194,2.697402143,1
-1.226418074,-0.345245102,-0.624382948,-0.596931647,0.243769779,0.371036133,0.243385646,1.349665791,-0.206156752,1.34891891,0.727823525,-0.667411562,0.729569093,-0.897000858,0.236671105,-0.892161018,1.126881799,0
-1.023822274,-0.345245102,-0.624382948,-0.596931647,0.772448582,-2.146295381,0.772173474,0.18666869,0.749773663,0.185811763,0.972118096,1.497146771,0.974307748,-1.265077964,-0.613900837,-1.260239842,-0.443638544,0
-2.290046025,-0.345245102,-0.624382948,-0.596931647,0.136928766,0.568473899,0.137194648,-0.227413754,-1.715520566,-0.226753298,1.648934202,-2.213524656,1.650676395,0.428076723,0.661957076,0.430196238,0.341621628,0
-0.112141173,-0.345245102,-0.624382948,-0.596931647,-0.340171617,0.815271106,-0.340664844,1.30409691,-1.665208438,1.304632265,0.56162312,-1.646616521,0.560476932,-0.344885199,0.236671105,-0.346859057,0.341621628,0
-0.340061448,-0.345245102,-0.624382948,-0.596931647,-0.509643568,-0.862949903,-0.509703575,0.357056681,0.80008579,0.355965714,0.069029149,1.394072565,0.070999622,-0.197654357,-0.613900837,-0.196901017,2.697402143,1
-0.492008298,-0.345245102,-0.624382948,-0.596931647,-0.058332394,-1.652700966,-0.057850042,0.943508371,-0.75959015,0.943346478,1.396629973,-0.100503427,1.397038152,-0.013615804,-0.613900837,-0.01967788,-0.443638544,0
0.520970703,-0.345245102,1.601581215,1.584570292,0.363505396,1.407584403,0.363663206,-2.503876565,-1.162087167,-2.504019196,-0.385518946,-1.182782593,-0.387329132,-1.63315507,-0.613900837,-1.628318666,1.126881799,1
0.394348327,-0.345245102,1.601581215,1.875437217,1.656650065,-0.862949903,1.656376071,-0.465164439,2.108201095,-0.464502654,-0.683878709,0.311793398,-0.685465312,0.501692144,-0.613900837,0.498358983,0.341621628,0
1.230056003,-0.345245102,1.601581215,1.43913683,0.0374561,-0.41871493,0.03750514,-0.274963891,-1.81614482,-0.275701695,1.302516491,-2.419673069,1.303592484,0.86976925,-0.613900837,0.866437807,1.126881799,0
-1.580960725,-0.345245102,-0.624382948,-0.596931647,-0.87437668,-0.122558282,-0.874870579,-0.768296563,-0.155844625,-0.767516541,-0.830054969,0.311793398,-0.832308505,-0.749770016,0.661957076,-0.755835528,0.341621628,0
-1.530311774,-0.345245102,1.601581215,2.384454337,-0.563064074,-1.307184876,-0.562799075,-0.637533686,-0.608653769,-0.636987482,0.27327543,0.105644986,0.27124034,-1.485924227,0.236671105,-1.491993175,0.341621628,0
-1.454338349,2.896492942,-0.624382948,-0.596931647,1.341653287,0.222957809,1.342137403,0.220350037,0.196340265,0.220774903,-0.854083943,-1.698153625,-0.854557473,-0.344885199,-0.188614866,-0.346859057,-1.228898715,0
0.318374902,2.896492942,-0.624382948,-0.596931647,-0.984901865,-0.369355489,-0.985395904,0.093549671,0.951022172,0.092576721,-1.42477208,2.012517803,-1.42413107,-0.712962305,1.512529019,-0.714937881,-1.228898715,0
0.647593078,-0.345245102,-0.624382948,-0.596931647,0.606660804,-1.504622642,0.606385487,0.301581521,-1.011150786,0.302355565,-0.940187767,-2.058913347,-0.939103554,-0.897000858,-1.464472779,-0.892161018,-0.443638544,0
0.951486778,-0.345245102,-0.624382948,-0.596931647,1.162970904,-0.369355489,1.163346437,-0.617721129,-0.860214405,-0.618340473,1.899236017,0.208719192,1.899864843,0.575307566,1.087243048,0.580154277,1.126881799,0
1.179407053,-0.345245102,-0.624382948,-0.596931647,1.28823278,-0.862949903,1.287958323,-1.045672362,-0.75959015,-1.04489079,-0.559729009,0.466404708,-0.560871087,-0.823385437,-0.188614866,-0.823998273,1.126881799,0
-0.390710398,-0.345245102,-0.624382948,-0.596931647,1.052445718,0.420395574,1.052821112,-0.881228138,-0.306781006,-0.881729467,-0.24534993,-0.048966324,-0.244935733,0.648922987,-0.613900837,0.648317023,-1.228898715,0
-1.277067024,-0.345245102,-0.624382948,-0.596931647,-0.397276296,-0.517433813,-0.397011088,0.428381886,-1.413647803,0.428222872,-0.381514117,0.569478914,-0.382879338,-1.522731938,-1.039186808,-1.519258273,-0.443638544,0
-0.466683823,-0.345245102,-0.624382948,-0.596931647,2.240591461,0.420395574,2.240426561,-0.409689279,-0.004908244,-0.408561629,1.394627559,-1.388931006,1.392588359,0.538499855,-0.188614866,0.53925663,-1.228898715,1
1.103433628,-0.345245102,-0.624382948,-0.596931647,0.41324173,-0.07319884,0.41350796,2.017348966,-1.313023549,2.017880336,0.471514467,0.981775739,0.471481057,1.090615514,-1.039186808,1.084558592,-0.443638544,0
0.394348327,2.896492942,-0.624382948,-0.596931647,0.676660088,0.173598367,0.676818292,0.06184958,-1.061462913,0.062275332,1.562830378,0.466404708,1.56168052,0.86976925,0.236671105,0.866437807,1.126881799,0
0.141103577,-0.345245102,-0.624382948,-0.596931647,0.58823994,-0.221277164,0.5879646,0.941527115,-0.75959015,0.941015602,-0.181272666,-0.615874458,-0.182638621,0.796153829,-1.464472779,0.798275062,0.341621628,1
-0.162790123,-0.345245102,-0.624382948,-0.596931647,-0.382539605,0.222957809,-0.382924527,-0.924815764,0.045403884,-0.923685236,-0.217316127,-0.822022871,-0.21823697,-0.823385437,0.236671105,-0.823998273,1.912141971,1
-0.669279624,-0.345245102,1.601581215,1.948153949,-0.452538889,0.173598367,-0.45227375,-1.550892568,-0.809902277,-1.550690892,0.032985688,-2.213524656,0.030951478,0.24403817,1.93781499,0.239340552,0.341621628,0
0.698242028,-0.345245102,-0.624382948,-0.596931647,1.091129533,1.210146637,1.090746469,0.909827024,-0.357093133,0.910714213,0.169149875,-1.646616521,0.168895084,1.348269488,-0.188614866,1.343577023,-0.443638544,1
1.382002853,-0.345245102,-0.624382948,-0.596931647,0.455609717,-0.023839399,0.455767643,-0.213544964,0.196340265,-0.212768041,-0.089161598,0.981775739,-0.089192952,-0.492116042,-0.188614866,-0.496817096,-1.228898715,1
-0.567981724,-0.345245102,-0.624382948,-0.596931647,1.367442496,-0.369355489,1.36705978,-0.461201928,0.598837282,-0.462171778,1.270477859,0.260256295,1.272443928,-0.271269778,1.087243048,-0.265063762,1.126881799,0
-0.264088023,-0.345245102,-0.624382948,-0.596931647,0.007982717,-1.4552632,0.008248436,-0.219488731,-0.960838659,-0.219760669,-1.456810713,-0.461263149,-1.455279626,0.133615039,1.087243048,0.130280159,1.126881799,0
0.090454627,-0.345245102,-0.624382948,-0.596931647,1.837174534,0.27231725,1.837334201,-2.390944989,0.649149409,-2.389806269,-0.745953559,1.909443596,-0.747762424,-0.160846646,0.236671105,-0.15600337,-0.443638544,0
-0.694604099,-0.345245102,-0.624382948,-0.596931647,-0.342013703,0.469755016,-0.341748425,0.230256315,-1.413647803,0.230098408,-0.527690377,-1.440468109,-0.529722531,1.017000093,-0.188614866,1.016395846,-1.228898715,0
-0.036167748,-0.345245102,-0.624382948,-0.596931647,0.359821223,-0.665512137,0.359328879,0.111380973,-1.212399294,0.111223729,-0.191284738,0.672553121,-0.191538208,-0.565731463,-0.613900837,-0.564979841,1.912141971,0
-0.061492223,-0.345245102,1.601581215,0.93011971,-0.321750753,0.667192782,-0.322243956,1.000964786,-0.860214405,1.001618379,-0.806025995,-0.409726046,-0.805609742,-2.148463018,1.512529019,-2.146355529,1.912141971,0
0.191752527,-0.345245102,-0.624382948,-0.596931647,-0.006753975,1.802459935,-0.006921706,-0.251188822,-1.212399294,-0.250062058,-1.428776909,0.105644986,-1.428580864,1.605923462,0.236671105,1.602595455,-1.228898715,0
-0.137465648,-0.345245102,-0.624382948,-0.596931647,-0.804377395,-0.07319884,-0.804437775,-0.358176631,0.296964519,-0.357282356,0.898028759,0.105644986,0.898661255,0.83296154,1.93781499,0.839172709,-0.443638544,0
0.546295178,-0.345245102,-0.624382948,-0.596931647,-0.150436716,-0.319996047,-0.14995448,-0.554320946,0.4479009,-0.55540682,0.964108438,-1.285856799,0.965408161,0.391269013,-1.039186808,0.389298591,-0.443638544,0
1.432651803,-0.345245102,-0.624382948,-0.596931647,0.941920533,-0.517433813,0.942295788,-1.065484919,1.051646426,-1.065868675,0.819934593,0.414867605,0.818564968,-0.234462067,1.087243048,-0.237798664,1.126881799,0
0.495646227,-0.345245102,-0.624382948,-0.596931647,-0.251751469,-0.023839399,-0.251811151,2.288780998,-0.860214405,2.288261957,-1.627015947,-0.718948665,-1.628821582,-0.712962305,1.512529019,-0.714937881,-0.443638544,0
0.293050427,-0.345245102,1.601581215,2.02087068,-1.196741803,0.815271106,-1.196694319,-0.875284371,-0.910526532,-0.874736839,-0.457605869,0.930238636,-0.458525832,-0.087231225,-0.613900837,-0.087840625,0.341621628,0
-1.378364924,-0.345245102,-0.624382948,-0.596931647,0.580871594,-0.41871493,0.580379528,0.507632115,-1.162087167,0.507472657,-0.007062603,0.82716443,-0.009096665,1.053807803,1.087243048,1.057293494,-0.443638544,0
-1.504987299,-0.345245102,1.601581215,1.002836442,0.647186705,0.074879484,0.647561589,-1.186341517,-0.709278023,-1.187074229,-1.166460608,1.187924152,-1.166043034,-1.117847122,-0.613900837,-1.123914351,-1.228898715,0
0.520970703,-0.345245102,-0.624382948,-0.596931647,0.221664742,0.124238926,0.221714014,-0.360157886,0.850397917,-0.359613232,0.407437202,0.157182089,0.409183945,-0.160846646,-0.188614866,-0.15600337,1.126881799,0
0.748890978,-0.345245102,-0.624382948,-0.596931647,-0.450696802,0.913989989,-0.451190168,-1.812418322,-0.105532498,-1.81174901,0.53959656,0.878701533,0.538227963,-0.38169291,0.236671105,-0.387756704,0.341621628,0
1.559274179,-0.345245102,-0.624382948,-0.596931647,-1.988838965,0.371036133,-1.988792479,-0.875284371,-0.658965896,-0.874736839,-0.914156379,-0.925097077,-0.912404792,-0.41850062,-0.613900837,-0.415021802,1.912141971,1
-0.998497799,-0.345245102,1.601581215,1.366420098,0.162717976,1.160787196,0.163200607,-1.091241243,0.146028138,-1.091508311,0.505555513,1.497146771,0.507079407,-1.412308806,0.661957076,-1.410197881,1.912141971,1
-0.264088023,-0.345245102,-0.624382948,-0.596931647,-0.610958321,-0.41871493,-0.610476666,0.317431566,0.699461536,0.316340821,-1.072347125,1.187924152,-1.072597366,0.24403817,-1.039186808,0.239340552,1.126881799,0
-0.567981724,-0.345245102,-0.624382948,-0.596931647,0.96402557,0.716552223,0.96396742,0.569051042,2.007576841,0.568075434,1.220417496,1.033312843,1.219046403,-0.271269778,-0.613900837,-0.265063762,-0.443638544,0
-0.238763548,2.896492942,-0.624382948,-0.596931647,-0.898323803,0.568473899,-0.898709375,-0.562245969,-0.860214405,-0.562399448,0.936074634,1.548683874,0.934259605,0.354461302,-0.613900837,0.348400944,1.126881799,0
-0.238763548,-0.345245102,-0.624382948,-0.596931647,0.450083458,0.27231725,0.450349735,0.166856133,0.649149409,0.167164754,-0.097171256,1.497146771,-0.09809254,0.648922987,-0.613900837,0.648317023,1.126881799,0
0.672917553,-0.345245102,1.601581215,2.02087068,0.08350826,0.815271106,0.083015568,-1.483529874,-1.212399294,-1.483095487,1.258463372,-1.492005212,1.259094547,0.354461302,1.512529019,0.348400944,-0.443638544,0
0.318374902,-0.345245102,1.601581215,1.075553173,0.4850831,0.025520043,0.485024346,-0.984253435,-2.017393328,-0.984288013,-0.838064627,-2.11045045,-0.836758298,-0.013615804,0.236671105,-0.01967788,0.341621628,0
1.432651803,-0.345245102,1.601581215,1.43913683,0.256664384,0.321676691,0.256388626,-0.122407201,-1.313023549,-0.121863875,-1.817245326,2.012517803,-1.815712918,-1.265077964,0.236671105,-1.260239842,1.126881799,0
0.065130152,-0.345245102,-0.624382948,-0.596931647,1.249548965,-2.639889795,1.250032966,-0.122407201,-0.809902277,-0.121863875,0.000947055,-0.203577633,-0.000197078,0.538499855,-0.188614866,0.53925663,-0.443638544,0
0.672917553,-0.345245102,-0.624382948,-0.596931647,-0.588853284,-0.468074372,-0.588805033,0.036093256,-1.11177504,0.036635696,0.059017076,0.517941811,0.057650241,1.274654067,-0.613900837,1.275414278,-0.443638544,0
0.520970703,-0.345245102,-0.624382948,-0.596931647,0.052192791,1.012708872,0.052675282,0.331300356,-0.105532498,0.330326078,-0.777992192,0.157182089,-0.77891098,-0.639346884,0.236671105,-0.633142586,-0.443638544,0
1.128758103,-0.345245102,1.601581215,2.529887799,1.455862645,-0.171917723,1.455913473,-0.784146608,-0.256468879,-0.783832673,1.731033197,-0.718948665,1.730772682,0.317653591,-0.188614866,0.321135846,0.341621628,0
0.318374902,-0.345245102,-0.624382948,-0.596931647,0.278769421,-0.07319884,0.27914384,0.390738028,1.252894934,0.390928855,-0.563733838,-1.698153625,-0.565320881,0.133615039,0.661957076,0.130280159,-0.443638544,0
0.419672802,-0.345245102,-0.624382948,-0.596931647,-1.397529223,0.913989989,-1.397156918,0.099493438,-0.457717388,0.099569349,1.973325354,0.260256295,1.975511337,-0.050423514,1.087243048,-0.046942978,-0.443638544,0
-1.125120174,-0.345245102,-0.624382948,-0.596931647,0.871921249,0.568473899,0.871862983,0.927658325,0.900710045,0.927030346,-1.200501655,2.167129112,-1.201641384,-1.228270253,2.788386932,-1.232974744,-0.443638544,0
-0.441359348,-0.345245102,-0.624382948,-0.596931647,2.924005523,0.96334943,2.92416656,0.50961337,0.80008579,0.509803533,-0.932178109,0.724090224,-0.930203967,2.047615989,1.087243048,2.052469573,-1.228898715,1
-0.340061448,-0.345245102,-0.624382948,-0.596931647,-0.780430272,-0.171917723,-0.780598979,-0.584039782,0.397588773,-0.583377333,-1.26057409,0.054107883,-1.259488702,-1.154654832,0.236671105,-1.15117945,-1.228898715,0
1.027460203,-0.345245102,-0.624382948,-0.596931647,0.707975557,0.469755016,0.708242159,0.788970425,0.548525155,0.789508659,1.062226749,0.157182089,1.063303623,0.648922987,0.661957076,0.648317023,-1.228898715,0
-0.973173324,-0.345245102,-0.624382948,-0.596931647,-1.469370594,0.124238926,-1.469756886,-1.313141883,1.101958553,-1.312941536,0.723818696,-0.925097077,0.7251193,0.722538408,-1.464472779,0.716479768,-0.443638544,0
1.154082578,-0.345245102,-0.624382948,-0.596931647,0.509030224,2.493492115,0.508863142,-1.051616129,-0.558341642,-1.051883418,-0.665856979,-0.461263149,-0.667666137,-1.522731938,-0.613900837,-1.519258273,-0.443638544,0
1.204731528,-0.345245102,-0.624382948,-0.596931647,0.429820508,0.074879484,0.429761684,0.822651773,1.403831316,0.822140924,1.218415081,-0.512800252,1.219046403,0.24403817,-0.613900837,0.239340552,-0.443638544,0
-0.162790123,-0.345245102,1.601581215,2.166304143,-0.157805061,1.160787196,-0.157539551,-0.165994827,0.80008579,-0.16615052,-1.893337077,-1.388931006,-1.891359411,0.943384672,-0.188614866,0.948233101,-0.443638544,0
-1.732907575,-0.345245102,-0.624382948,-0.596931647,0.962183484,-0.665512137,0.961800257,-0.282888914,-0.508029515,-0.282694323,-0.930175695,-2.419673069,-0.930203967,-1.449116517,-1.039186808,-1.451095528,-1.228898715,0
-1.9101789,-0.345245102,-0.624382948,-0.596931647,-1.093584964,-0.665512137,-1.093754066,0.194593712,0.045403884,0.195135267,1.370598585,-0.718948665,1.37033939,0.096807328,-0.188614866,0.103015061,1.126881799,0
-0.162790123,-0.345245102,-0.624382948,-0.596931647,1.361916237,0.173598367,1.361641872,-0.647439964,1.252894934,-0.646310986,-0.591767642,0.311793398,-0.592019643,0.317653591,1.087243048,0.321135846,0.341621628,0
-0.973173324,-0.345245102,-0.624382948,-0.596931647,-0.581484938,-0.468074372,-0.581219962,-0.223451242,0.347276646,-0.224422422,-0.105180914,0.775627327,-0.106992127,0.722538408,-0.613900837,0.716479768,-1.228898715,0
0.672917553,-0.345245102,-0.624382948,-0.596931647,0.431662594,0.124238926,0.431928847,0.549238485,-0.709278023,0.549428426,-0.105180914,0.672553121,-0.106992127,0.464884434,-0.613900837,0.471093885,0.341621628,0
-0.770577524,-0.345245102,-0.624382948,-0.596931647,0.984288521,1.062068313,0.984555471,1.795448326,0.598837282,1.796447111,0.014963957,0.621016017,0.013152303,-3.049305338,-1.88975875,-3.049358137,1.126881799,0
0.647593078,-0.345245102,-0.624382948,-0.596931647,-2.219099768,-0.319996047,-2.219595363,-1.247760444,0.900710045,-1.247677006,-1.274590992,-0.461263149,-1.272838083,0.612115276,-1.464472779,0.607419375,2.697402143,1
-0.846550949,-0.345245102,1.601581215,2.02087068,-1.161742161,0.519114457,-1.162019707,0.713682708,-0.306781006,0.712589749,-0.611791787,0.157182089,-0.609818818,-0.124038936,3.187126127,-0.128738272,0.341621628,0
-2.06212575,-0.345245102,-0.624382948,-0.596931647,0.136928766,-0.122558282,0.137194648,1.042571156,-2.16832971,1.043574148,0.271273015,1.394072565,0.27124034,1.605923462,1.087243048,1.602595455,0.341621628,0
1.761869979,2.896492942,-0.624382948,-0.596931647,1.496388546,-1.603341525,1.496005992,0.858314375,1.101958553,0.85943494,-1.32264894,1.084849946,-1.321785814,-0.676154594,-0.613900837,-0.674040233,1.126881799,0
-0.694604099,-0.345245102,-0.624382948,-0.596931647,0.656397137,2.197335466,0.656230241,1.323909467,1.756016206,1.323279274,0.815929763,-0.409726046,0.814115174,0.20723046,3.187126127,0.212075454,-0.443638544,0
-0.188114598,-0.345245102,-0.624382948,-0.596931647,1.711912657,-1.4552632,1.711638734,0.549238485,0.397588773,0.549428426,-2.466027629,1.084849946,-2.465382802,0.24403817,-0.613900837,0.239340552,0.341621628,0
1.609923129,-0.345245102,-0.624382948,-0.596931647,-0.332803271,0.519114457,-0.333079772,-0.762352795,1.303207061,-0.762854788,-0.26737649,0.621016017,-0.267184701,-0.455308331,-0.613900837,-0.455919449,-0.443638544,0
0.748890978,-0.345245102,-0.624382948,-0.596931647,-0.032543185,0.420395574,-0.032927665,-2.198763185,0.196340265,-2.198674433,0.751852499,-1.595079418,0.751818062,-0.271269778,-1.039186808,-0.265063762,-0.443638544,0
-0.517332774,-0.345245102,-0.624382948,-0.596931647,0.575345335,-1.307184876,0.57496162,-0.130332224,-1.162087167,-0.13118738,0.155132973,0.981775739,0.155545703,-0.528923752,-0.188614866,-0.524082194,0.341621628,0
-0.567981724,-0.345245102,-0.624382948,-0.596931647,-0.533590691,0.913989989,-0.533542371,-0.385914211,0.749773663,-0.385252869,1.22241991,1.342535462,1.223496197,-0.197654357,1.512529019,-0.196901017,-1.228898715,0
2.72420003,-0.345245102,-0.624382948,-0.596931647,2.723218103,-1.652700966,2.723703961,-0.502808297,0.649149409,-0.501796671,-0.375506874,0.105644986,-0.373979751,0.170422749,0.661957076,0.171177807,0.341621628,1
0.774215453,2.896492942,1.601581215,1.293703367,2.104277065,0.025520043,2.103895278,-0.039194461,-0.155844625,-0.040283214,1.09827021,1.394072565,1.098901973,1.311461777,1.087243048,1.316311925,1.912141971,1
-0.947848849,-0.345245102,-0.624382948,-0.596931647,-1.762262335,-1.80077929,-1.762323922,-0.488939507,0.296964519,-0.487811415,0.906038417,-0.564337355,0.907560842,1.017000093,-0.613900837,1.016395846,-1.228898715,0
-1.201093599,-0.345245102,1.601581215,1.148269904,-0.607274148,2.246694908,-0.607225921,0.372906726,1.806328333,0.372281846,0.990139826,-0.203577633,0.992106923,1.053807803,0.236671105,1.057293494,1.126881799,0
-0.973173324,-0.345245102,-0.624382948,-0.596931647,0.066929482,0.025520043,0.066761843,2.506719126,-0.357093133,2.507364306,0.892021515,1.600220977,0.894211461,0.354461302,-1.464472779,0.348400944,0.341621628,0
-0.086816698,-0.345245102,-0.624382948,-0.596931647,0.724554335,-0.714871579,0.724495883,-0.350251608,-0.306781006,-0.350289728,0.801912862,0.517941811,0.800765793,-1.412308806,1.512529019,-1.410197881,1.126881799,0
0.115779102,-0.345245102,-0.624382948,-0.596931647,-0.701220556,0.420395574,-0.701497521,-0.457239416,-2.470202472,-0.457510026,0.331345451,-0.873559974,0.329087658,-1.265077964,-0.613900837,-1.260239842,0.341621628,0
1.432651803,-0.345245102,-0.624382948,-0.596931647,-0.478328099,0.222957809,-0.478279709,1.105971339,-1.011150786,1.106507801,-0.047110893,-0.358188943,-0.049144809,-0.308077489,-0.188614866,-0.30596141,-0.443638544,0
0.546295178,-0.345245102,-0.624382948,-0.596931647,1.199812632,-0.122558282,1.200188212,-2.333488573,-1.413647803,-2.333865244,-0.41355275,-0.822022871,-0.414027894,1.274654067,1.512529019,1.275414278,0.341621628,0
